Respondent_type,pid,research_type_qualitative,research_type_quant_experimental,research_type_quant_observational,research_type_quant_other,research_type_theoretical,year_complete_phd,Research type,Career stage,publicly_posting_what_percentage_subfield,publicly_posting_distribution_of_opinion_subfield_1,publicly_posting_distribution_of_opinion_subfield_2,publicly_posting_distribution_of_opinion_subfield_3,publicly_posting_distribution_of_opinion_subfield_4,publicly_posting_distribution_of_opinion_subfield_5,analysis_pre_registration_what_percentage_subfield,analysis_pre_registration_distribution_of_opinion_subfield_1,analysis_pre_registration_distribution_of_opinion_subfield_2,analysis_pre_registration_distribution_of_opinion_subfield_3,analysis_pre_registration_distribution_of_opinion_subfield_4,analysis_pre_registration_distribution_of_opinion_subfield_5,econ_subfield,psych_subfield,polisci_subfield,socio_subfield,analysis_pre_registration_descriptive_subfield_norm,analysis_pre_registration_prescriptive_subfield_norm,publicly_posting_descriptive_subfield_norm,publicly_posting_prescriptive_subfield_norm,descriptive_subfield_norm_across_practices,prescriptive_subfield_norm_across_practices,subfield_norms,subfield,Discipline,publicly_posting_approximately_when_was,posting_study_instruments_approximately_when_was,analysis_pre_registration_approximately_when_was,publicly_posting_approximately_how_many,posting_study_instruments_approximately_how_many,analysis_pre_registration_approximately_how_many,publicly_posting_think_about_last,posting_study_instruments_think_about_last,analysis_pre_registration_think_about_last,publicly_posting_have_you_ever,posting_study_instruments_have_you_ever,analysis_pre_registration_have_you_ever,has_done_posting_study_instruments,has_done_publicly_posting,has_done_analysis_pre_registration,has_done_any_practice_ever,has_done_posting_study_instruments_last_paper,has_done_publicly_posting_last_paper,has_done_analysis_pre_registration_last_paper,has_done_any_practice_ever_last_paper,publicly_posting_distribution_of_opinion_discipline_1,publicly_posting_distribution_of_opinion_discipline_2,publicly_posting_distribution_of_opinion_discipline_3,publicly_posting_distribution_of_opinion_discipline_4,publicly_posting_distribution_of_opinion_discipline_5,analysis_pre_registration_distribution_of_opinion_discipline_1,analysis_pre_registration_distribution_of_opinion_discipline_2,analysis_pre_registration_distribution_of_opinion_discipline_3,analysis_pre_registration_distribution_of_opinion_discipline_4,analysis_pre_registration_distribution_of_opinion_discipline_5,publicly_posting_what_is_your_opinion,publicly_posting_what_percentage_discipline,analysis_pre_registration_what_is_your_opinion,analysis_pre_registration_what_percentage_discipline,posting_study_instruments_what_is_your_opinion,personal_support_open_science,awareness_across_practices,attitude_across_practices,behavior_across_practices,trustworthiness_when_researchers_run_canonical,trustworthiness_how_confident_are,trustworthiness_when_researchers_run_recent,trustworthiness_think_about_table,norms,overall_open_science,trustworthiness_of_literature,descriptive_norm_across_practices,prescriptive_norm_across_practices,publicly_posting_practice_index,posting_study_instruments_practice_index,analysis_pre_registration_practice_index,manipulation_check_nudge,post_treatment_behavioral_intentions_and_attitudes,post_treatment_pre_registration_norms,post_treatment_research_transparency_behavioral_intentions_and_attitudes,post_treatment_research_transparency_norms,publicly_posting_attitude,publicly_posting_awareness,publicly_posting_behavior,publicly_posting_descriptive_norm,publicly_posting_prescriptive_norm,posting_study_instruments_attitude,posting_study_instruments_awareness,posting_study_instruments_behavior,analysis_pre_registration_attitude,analysis_pre_registration_awareness,analysis_pre_registration_behavior,analysis_pre_registration_descriptive_norm,analysis_pre_registration_prescriptive_norm,.dummy,"Overall personal
support",Awareness,Attitude,Behavior,"Personal support
(no norms)",Norms,"Overall
(includes norms)","Trustworthiness of
literature",Canonical research,Influential research,Recent research,"Latest issue of
 discipline's top journals"
grad-25,11171,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,45,20,11,24,18,27,80,0,0,20,20,60,Development Economics,Development Economics,Development Economics,Development Economics,0.555,0.8500000000000001,0.305,0.5525,0.43000000000000005,0.70125,0.565625,Development Economics,Economics,2011,NA,NA,2,0,0,0,NA,NA,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,22,30,29,12,7,17,20,19,22,22,5,16,3,31,3,0.6148148148148148,1,0.7333333333333333,0.1111111111111111,4,2,1,3,0.5040625000000001,0.4371604938271605,0.375,0.43000000000000005,0.578125,0.5002314814814814,0.3,0.51125,0.5,0.6,1,0.588,0.75,1,1,0.3333333333333333,0.305,0.46625,0.6,0,0,0.6,0,0,0.555,0.6900000000000001,1,0.6148148148148148,1,0.7333333333333333,0.1111111111111111,0.6148148148148148,0.5040625000000001,0.4371604938271605,0.375,4,2,1,3
grad-25,20000,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,30,50,0,20,0,30,10,50,0,30,0,20,International Relations,International Relations,International Relations,International Relations,0.15000000000000002,0.35,0.35,0.4,0.25,0.375,0.3125,International Relations,Political Science,NA,NA,2019,0,0,2,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,40,0,20,0,40,40,0,30,0,30,5,40,5,20,5,0.8777777777777778,1,0.9666666666666667,0.6666666666666666,2,2,4,4,0.3375,0.5708333333333333,0.5,0.25,0.425,0.55,0.7,0.4625,0.625,0.7333333333333334,1,0.76,0.875,1,1,0.5,0.35,0.45,0.9,1,0.5,1,1,1,0.15000000000000002,0.39999999999999997,1,0.8777777777777778,1,0.9666666666666667,0.6666666666666666,0.8777777777777778,0.3375,0.5708333333333333,0.5,2,2,4,4
grad-25,36976,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,30,0,0,100,0,0,84,0,25,42,0,33,Culture,Culture,Culture,Culture,0.77,0.6025,0.245,0.5,0.5075000000000001,0.55125,0.529375,Culture,Sociology,2019,2019,NA,1,1,0,NA,NA,NA,1,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15,42,0,0,43,0,36,0,64,0,5,19,2,70,5,0.8222222222222222,1,0.8,0.6666666666666666,2,4,4,4,0.5296875000000001,0.7104108796296297,0.625,0.5075000000000001,0.551875,0.581388888888889,1,0.54984375,0.75,0.2633333333333333,0.25,0.808,0.75,1,1,1,0.245,0.5175000000000001,1,1,1,0.4,1,0,0.77,0.5862499999999999,1,0.8222222222222222,1,0.8,0.6666666666666666,0.8222222222222222,0.5296875000000001,0.7104108796296297,0.625,2,4,4,4
grad-25,17953,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,50,50,0,0,0,50,50,20,20,0,20,40,International Relations,International Relations,International Relations,International Relations,0.575,0.6,0.45,0.5,0.5125,0.55,0.53125,International Relations,Political Science,2017,2016,2018,2,0,1,1,1,NA,1,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,40,0,10,0,50,25,0,0,25,50,4,40,4,65,4,0.7222222222222222,1,0.8333333333333334,0.3333333333333333,2,4,4,4,0.5484375,0.5383391203703703,0.625,0.5125,0.5843750000000001,0.5861111111111111,0.4,0.62890625,0.625,0.7333333333333333,1,0.72,1,0.9,1,0.5,0.45,0.525,0.8,1,0,0.8,1,0.5,0.575,0.64375,1,0.7222222222222222,1,0.8333333333333334,0.3333333333333333,0.7222222222222222,0.5484375,0.5383391203703703,0.625,2,4,4,4
grad-25,27832,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Qualitative or Theoretical,PhD Student,100,0,0,0,0,100,100,0,0,0,0,100,NA,NA,NA,NA,0.75,1,0.75,1,0.75,1,0.875,NA,Political Science,NA,NA,NA,0,0,0,NA,NA,NA,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,15,0,20,15,50,0,25,0,25,5,50,5,50,5,0.8333333333333334,1,1,0.5,3,3,2,2,0.7140625,0.7227430555555555,0.375,0.75,0.678125,0.7229166666666667,0.75,0.6953125,0.5,0.8333333333333334,1,0.7,0.5,1,1,0.5,0.75,0.66875,1,NA,0.5,1,NA,0.5,0.75,0.6875,1,0.8333333333333334,1,1,0.5,0.8333333333333334,0.7140625,0.7227430555555555,0.375,3,3,2,2
grad-25,34952,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,58,0,0,5,70,25,55,0,0,20,50,30,Cognitive Psychology,Cognitive Psychology,Cognitive Psychology,Cognitive Psychology,0.49,0.7749999999999999,0.36,0.8,0.425,0.7875,0.60625,Cognitive Psychology,Psychology,2018,2018,2018,5,5,10,1,1,1,1,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,8,50,20,20,0,20,50,20,10,5,14,4,43,5,0.9777777777777777,1,0.9333333333333333,1,3,4,5,4,0.555625,0.7717476851851852,0.75,0.425,0.68625,0.6655555555555556,1,0.6496875,0.5,0.7433333333333333,0.75,0.918,1,1,1,1,0.36,0.71,1,0,1,0.8,1,1,0.49,0.6625,1,0.9777777777777777,1,0.9333333333333333,1,0.9777777777777777,0.555625,0.7717476851851852,0.75,3,4,5,4
grad-25,13787,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Qualitative or Theoretical,PhD Student,13,2,3,3,10,82,93,3,2,2,33,60,Theory,Theory,Theory,Theory,0.585,0.8625,0.245,0.9175,0.415,0.89,0.6525,Theory,Economics,2018,2017,2018,2,2,2,NA,NA,1,1,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5,11,13,40,31,4,14,37,25,20,5,36,5,24,5,1,1,1,1,3,3,4,4,0.59375,0.7998842592592593,0.625,0.415,0.7725000000000001,0.6977777777777778,1,0.701875,0.375,0.9566666666666667,1,0.956,0.875,1,1,1,0.245,0.81,1,1,1,1,1,1,0.585,0.7350000000000001,1,1,1,1,1,1,0.59375,0.7998842592592593,0.625,3,3,4,4
grad-25,11259,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Qualitative or Theoretical,PhD Student,59,0,0,0,0,0,50,0,0,0,0,0,Comparative / Historical,Comparative / Historical,Comparative / Historical,Comparative / Historical,0.5,NA,0.595,NA,0.5475,NA,0.5475,Comparative / Historical,Sociology,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,3,60,3,50,3,0.19999999999999998,0,0.6,0,3,3,3,3,0.5475,0.3993333333333333,0.5,0.5475,0.5,0.478,0.3,0.42,0.5,0.5,0.5,0.55,0.5,0.6,0,NA,0.595,0.5,0.6,0,0,0.6,0,0,0.5,0.5,1,0.19999999999999998,0,0.6,0,0.19999999999999998,0.5475,0.3993333333333333,0.5,3,3,3,3
grad-25,37567,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,39,0,20,50,20,10,30,0,0,60,20,20,Development Economics,Development Economics,Development Economics,Development Economics,0.33499999999999996,0.65,0.495,0.55,0.415,0.6000000000000001,0.5075000000000001,Development Economics,Economics,NA,NA,2016,0,0,2,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,30,50,20,0,0,60,20,20,4,60,4,37,5,0.6851851851851852,1,0.8333333333333334,0.2222222222222222,4,4,3,4,0.529375,0.5320833333333334,0.6875,0.415,0.64375,0.5891666666666666,0.45,0.5570833333333334,0.75,0.73,0.75,0.714,0.75,0.8,1,0,0.495,0.6375,0.9,1,0,0.8,1,0.6666666666666666,0.33499999999999996,0.65,1,0.6851851851851852,1,0.8333333333333334,0.2222222222222222,0.6851851851851852,0.529375,0.5320833333333334,0.6875,4,4,3,4
faculty-75,36759,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,Published Author,17,9,17,42,21,11,39,6,10,47,22,15,Developmental Psychology,Developmental Psychology,Developmental Psychology,Developmental Psychology,0.43,0.575,0.14500000000000002,0.52,0.2875,0.5475,0.4175,Developmental Psychology,Psychology,NA,2016,2017,0,0,8,NA,0,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5,29,45,15,6,4,13,41,25,17,3,12,4,47,5,0.7,1,0.7666666666666666,0.3333333333333333,4,3,3,3,0.41375,0.4954861111111111,0.5625,0.2875,0.54,0.3883333333333333,0.5,0.598125,0.5,0.9166666666666666,1,0.596,0.75,0.6,1,0,0.14500000000000002,0.495,1,1,0,0.7,1,1,0.43,0.585,1,0.7,1,0.7666666666666666,0.3333333333333333,0.7,0.41375,0.4954861111111111,0.5625,4,3,3,3
grad-25,30300,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,20,15,20,25,15,25,10,50,30,10,5,5,Clinical Psychology,Clinical Psychology,Clinical Psychology,Clinical Psychology,0.2,0.21250000000000002,0.25,0.5375,0.225,0.375,0.3,Clinical Psychology,Psychology,NA,NA,NA,0,0,0,NA,NA,NA,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,15,40,10,20,5,5,10,30,50,4,30,4,30,3,0.6333333333333333,1,0.7333333333333334,0.16666666666666666,3,2,2,3,0.36874999999999997,0.40046296296296297,0.375,0.225,0.5125,0.46388888888888885,0.3,0.4375,0.375,0.5333333333333333,0.75,0.54,0.875,0.8,1,0,0.25,0.5249999999999999,0.6,0,0,0.8,1,0.5,0.2,0.5,1,0.6333333333333333,1,0.7333333333333334,0.16666666666666666,0.6333333333333333,0.36874999999999997,0.40046296296296297,0.375,3,2,2,3
faculty-75,6884,FALSE,FALSE,FALSE,FALSE,FALSE,2005,Quantitative non-experimental,Published Author,94,0,0,0,10,90,18,0,0,50,50,0,Labor Economics,Labor Economics,Labor Economics,Labor Economics,0.135,0.625,0.8799999999999999,0.9750000000000001,0.5075,0.8,0.65375,Labor Economics,Economics,2009,NA,NA,8,0,0,1,NA,NA,1,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,20,80,0,0,50,50,0,5,82,5,9,5,0.7296296296296296,1,0.9666666666666667,0.2222222222222222,5,5,5,5,0.650625,0.5860570987654321,1,0.5075,0.79375,0.9037962962962963,0.45,0.404375,0.75,0.5766666666666667,0.75,0.708,1,1,1,0.6666666666666666,0.8799999999999999,0.9625,0.9,0,0,1,1,0,0.135,0.625,1,0.7296296296296296,1,0.9666666666666667,0.2222222222222222,0.7296296296296296,0.650625,0.5860570987654321,1,5,5,5,5
grad-25,250,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,5,10,10,30,40,10,0,0,20,40,30,10,Work and labor,Work and labor,Work and labor,Work and labor,0.01,0.575,0.1,0.575,0.055,0.575,0.315,Work and labor,Sociology,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,20,50,10,0,10,40,40,10,5,15,5,2,5,0.6333333333333333,1,0.9,0,3,4,3,4,0.324375,0.41277777777777774,0.625,0.055,0.59375,0.4458333333333333,0.45,0.34249999999999997,0.75,0.6,0.75,0.71,0.75,0.9,1,0,0.1,0.5874999999999999,0.9,1,0,0.9,1,0,0.01,0.6,1,0.6333333333333333,1,0.9,0,0.6333333333333333,0.324375,0.41277777777777774,0.625,3,4,3,4
grad-25,36697,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,4,73,14,0,8,5,3,25,11,0,54,10,Clinical Psychology,Clinical Psychology,Clinical Psychology,Clinical Psychology,0.03,0.5325,0.04,0.14500000000000002,0.035,0.33875,0.186875,Clinical Psychology,Psychology,NA,NA,NA,0,0,0,NA,NA,NA,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,45,0,18,6,0,62,0,23,15,2,4,2,3,5,0.5555555555555556,1,0.6666666666666667,0,5,2,2,2,0.2003125,0.33905092592592595,0.4375,0.035,0.365625,0.2665277777777778,0.5,0.250625,0.25,0.08333333333333333,0.75,0.15,0.5,0.6000000000000001,1,0,0.04,0.22625,1,0,0,0.4,0,0,0.03,0.505,1,0.5555555555555556,1,0.6666666666666667,0,0.5555555555555556,0.2003125,0.33905092592592595,0.4375,5,2,2,2
grad-25,12869,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,50,0,0,0,100,0,33,0,0,0,100,0,Development Economics,Development Economics,Development Economics,Development Economics,0.335,0.75,0.435,0.75,0.385,0.75,0.5675,Development Economics,Economics,NA,NA,NA,0,0,0,NA,NA,NA,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,50,0,50,0,0,30,0,70,0,5,37,4,34,4,0.7333333333333334,1,0.8666666666666667,0.3333333333333333,2,2,2,3,0.5175000000000001,0.5844212962962964,0.3125,0.385,0.65,0.6238888888888889,0.65,0.479375,0.5,0.5833333333333334,1,0.648,0.875,1,1,0.5,0.435,0.625,0.8,0,0.5,0.8,0,0,0.335,0.675,1,0.7333333333333334,1,0.8666666666666667,0.3333333333333333,0.7333333333333334,0.5175000000000001,0.5844212962962964,0.3125,2,2,2,3
grad-25,8196,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,30,0,20,50,30,0,30,0,0,69,30,1,American Politics,American Politics,American Politics,American Politics,0.2,0.58,0.2,0.525,0.2,0.5525,0.37625,American Politics,Political Science,2017,NA,NA,0,0,0,NA,NA,NA,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,35,30,8,2,0,0,100,0,0,4,10,3,10,3,0.5666666666666667,1,0.7,0,4,4,4,4,0.3403125,0.3619907407407407,0.75,0.2,0.480625,0.3959722222222222,0.35,0.34,1,0.7,0.75,0.5599999999999999,0.75,0.8,1,0,0.2,0.42125,0.7,0,0,0.6,1,0,0.2,0.54,1,0.5666666666666667,1,0.7,0,0.5666666666666667,0.3403125,0.3619907407407407,0.75,4,4,4,4
grad-25,19581,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,30,14,26,13,31,16,30,8,32,11,33,16,Social Psychology,Social Psychology,Social Psychology,Social Psychology,0.3,0.5425,0.35,0.5225,0.32499999999999996,0.5325,0.42874999999999996,Social Psychology,Psychology,2018,2018,NA,1,0,0,0,1,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,16,25,14,30,15,10,30,8,30,22,4,40,4,30,5,0.6703703703703704,1,0.9,0.1111111111111111,4,3,2,2,0.42906249999999996,0.487085262345679,0.4375,0.32499999999999996,0.533125,0.542037037037037,0.5,0.41921875000000003,0.75,0.5166666666666666,1,0.636,0.875,0.9,1,0.3333333333333333,0.35,0.5149999999999999,1,1,0,0.8,1,0,0.3,0.55125,1,0.6703703703703704,1,0.9,0.1111111111111111,0.6703703703703704,0.42906249999999996,0.487085262345679,0.4375,4,3,2,2
grad-25,17465,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,15,4,12,34,36,14,1,4,7,72,16,1,Demography,Demography,Demography,Demography,0.01,0.5075,0.11499999999999999,0.61,0.06249999999999999,0.55875,0.310625,Demography,Sociology,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,22,34,21,4,6,6,77,10,1,4,8,3,1,4,0.6333333333333333,1,0.7333333333333334,0.16666666666666666,2,3,3,3,0.284375,0.3756423611111111,0.4375,0.06249999999999999,0.50625,0.46208333333333335,0.4,0.26484375,0.875,0.37666666666666665,0.75,0.706,0.875,0.8,1,0.5,0.11499999999999999,0.51625,0.8,1,0,0.6,1,0,0.01,0.49624999999999997,1,0.6333333333333333,1,0.7333333333333334,0.16666666666666666,0.6333333333333333,0.284375,0.3756423611111111,0.4375,2,3,3,3
grad-25,19973,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,50,10,0,10,20,60,20,20,10,50,10,10,Labor Economics,Labor Economics,Labor Economics,Labor Economics,0.175,0.44999999999999996,0.4,0.8,0.2875,0.625,0.45625,Labor Economics,Economics,NA,2020,2019,0,1,1,NA,1,1,1,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,30,5,5,20,40,20,0,70,0,10,5,30,3,15,5,0.8777777777777778,1,0.8,0.8333333333333334,5,3,3,4,0.4296875,0.6546296296296297,0.6875,0.2875,0.571875,0.6201388888888889,0.9,0.44375,0.5,0.2833333333333333,0.5,0.68,0.875,0.9,1,0.5,0.4,0.6937500000000001,0.8,1,1,0.7,1,1,0.175,0.44999999999999996,1,0.8777777777777778,1,0.8,0.8333333333333334,0.8777777777777778,0.4296875,0.6546296296296297,0.6875,5,3,3,4
faculty-75,32345,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,Published Author,70,15,20,15,25,25,40,20,20,15,20,25,Social Psychology,Social Psychology,Social Psychology,Social Psychology,0.35,0.525,0.7,0.5625,0.5249999999999999,0.54375,0.5343749999999999,Social Psychology,Psychology,2016,2016,2016,9,12,45,1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,15,15,25,25,15,24,26,20,15,4,70,5,30,5,0.9777777777777777,1,0.9333333333333333,1,3,3,3,3,0.5284375,0.7650578703703703,0.5,0.5249999999999999,0.5318750000000001,0.7298611111111111,1,0.5653125,0.375,0.9333333333333333,0.75,0.87,0.75,0.8,1,1,0.7,0.55625,1,1,1,1,1,1,0.35,0.5075000000000001,1,0.9777777777777777,1,0.9333333333333333,1,0.9777777777777777,0.5284375,0.7650578703703703,0.5,3,3,3,3
grad-25,37032,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,34,15,25,13,27,20,45,8,16,35,16,25,Developmental Psychology,Developmental Psychology,Developmental Psychology,Developmental Psychology,0.45,0.585,0.37,0.53,0.41000000000000003,0.5575,0.48375,Developmental Psychology,Psychology,2018,2018,2017,5,3,31,1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,17,27,17,30,9,25,21,8,37,5,40,5,45,5,1,1,1,1,3,4,4,4,0.4946875,0.7632118055555556,0.6875,0.41000000000000003,0.579375,0.6491666666666667,1,0.64046875,0.25,1,1,1,1,1,1,1,0.37,0.5675,1,1,1,1,1,1,0.45,0.59125,1,1,1,1,1,1,0.4946875,0.7632118055555556,0.6875,3,4,4,4
grad-25,3270,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,45,1,3,35,38,23,3,41,28,13,14,4,Science and Technology,Science and Technology,Science and Technology,Science and Technology,0.04,0.28,0.35,0.6975,0.19499999999999998,0.48875,0.341875,Science and Technology,Sociology,NA,NA,NA,0,0,0,NA,NA,NA,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,24,21,16,15,50,33,7,7,3,5,25,4,5,4,0.6222222222222222,1,0.8666666666666667,0,2,2,2,3,0.2990625,0.3742592592592593,0.3125,0.19499999999999998,0.403125,0.5165277777777778,0.4,0.20625000000000002,0.5,0.5833333333333334,0.75,0.722,0.625,1,1,0,0.35,0.56625,0.8,0,0,0.8,1,0,0.04,0.24000000000000002,1,0.6222222222222222,1,0.8666666666666667,0,0.6222222222222222,0.2990625,0.3742592592592593,0.3125,2,2,2,3
faculty-75,16163,FALSE,FALSE,FALSE,FALSE,FALSE,2005,Quantitative non-experimental,Published Author,10,5,5,50,20,20,4,20,20,50,5,5,NA,NA,NA,NA,0.04,0.38749999999999996,0.10500000000000001,0.6125,0.07250000000000001,0.5,0.28625,NA,Political Science,NA,2005,NA,0,5,0,NA,0,NA,1,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,0,50,20,20,20,50,20,5,5,5,11,2,4,5,0.6481481481481481,1,0.8333333333333334,0.1111111111111111,3,3,3,4,0.27531249999999996,0.4450925925925926,0.5625,0.07250000000000001,0.47812499999999997,0.4598611111111111,0.6666666666666666,0.20875,0.5,0.26666666666666666,0.5,0.388,0.75,1,1,0,0.10500000000000001,0.60625,1,1,0.3333333333333333,0.5,1,0,0.04,0.35,1,0.6481481481481481,1,0.8333333333333334,0.1111111111111111,0.6481481481481481,0.27531249999999996,0.4450925925925926,0.5625,3,3,3,4
grad-25,36024,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,50,5,10,25,30,30,20,20,15,30,15,20,Political Economics,Political Economics,Political Economics,Political Economics,0.225,0.5,0.55,0.675,0.3875,0.5875,0.48750000000000004,Political Economics,Economics,2019,NA,2014,1,0,2,NA,NA,0,1,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,10,20,25,40,15,15,30,15,25,5,60,3,25,4,0.6814814814814815,1,0.7666666666666667,0.2777777777777778,2,2,3,3,0.4984375,0.49594907407407407,0.375,0.3875,0.609375,0.6868055555555556,0.4,0.4010416666666667,0.5,0.3666666666666667,1,0.72,0.875,0.9,1,0.5,0.55,0.6937500000000001,0.8,1,0,0.6,1,0.3333333333333333,0.225,0.525,1,0.6814814814814815,1,0.7666666666666667,0.2777777777777778,0.6814814814814815,0.4984375,0.49594907407407407,0.375,2,2,3,3
grad-25,37316,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,71,0,0,40,60,0,0,0,0,100,0,0,Macro Economics,Macro Economics,Macro Economics,Macro Economics,0.095,0.5,0.705,0.65,0.39999999999999997,0.575,0.48749999999999993,Macro Economics,Economics,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,0,50,30,0,50,50,0,0,5,70,2,19,5,0.6888888888888889,1,0.7333333333333334,0.3333333333333333,4,4,3,3,0.478125,0.5750578703703704,0.625,0.39999999999999997,0.55625,0.7261111111111112,0.75,0.24906250000000002,0.25,0,0,0.8,1,0.9,1,0.5,0.705,0.675,1,1,0.5,0.30000000000000004,1,0,0.095,0.4375,1,0.6888888888888889,1,0.7333333333333334,0.3333333333333333,0.6888888888888889,0.478125,0.5750578703703704,0.625,4,4,3,3
grad-25,16991,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,45,2,3,15,50,30,40,3,8,25,35,29,Behavioral Economics,Behavioral Economics,Behavioral Economics,Behavioral Economics,0.28500000000000003,0.6975,0.4,0.7575000000000001,0.3425,0.7275,0.535,Behavioral Economics,Economics,2019,2019,2019,2,2,2,NA,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2,5,20,40,33,10,20,30,20,20,5,35,5,17,5,1,1,1,1,5,4,3,4,0.5146875,0.7625057870370371,0.75,0.3425,0.686875,0.7111111111111111,1,0.57640625,0.625,1,1,1,0.75,1,1,1,0.4,0.75,1,1,1,1,1,1,0.28500000000000003,0.62375,1,1,1,1,1,1,0.5146875,0.7625057870370371,0.75,5,4,3,4
